text,intent,split
can traveling to nepal be safe (what's safe in x),travel_alert,train
will i be safe while traveling to lyon (will you be safe),travel_alert,train
how safe is it to travel to mongolia (how safe is mongolia),travel_alert,train
is it safe to travel to rio de janeiro (is rio de janeiro safe),travel_alert,train
is traveling to dublin safe (will dublin be safe),travel_alert,train
is new caledonia safer than other countries,travel_alert,train
is las vegas a safe place to visit,travel_alert,train
if i go to baltimore will i be safe,travel_alert,train
"can you give me the travel alerts for jalisco, mexico",travel_alert,train
what are the latest travel alerts for dubai,travel_alert,train
"are there any travel alerts i should know about for buenos aires, argentina",travel_alert,train
i need any relevant travel alerts for australia,travel_alert,train
are there travel notifications for columbia,travel_alert,train
where in the world is there a travel alert,travel_alert,train
what are today's travel advisories,travel_alert,train
can you list the places that there are travel alerts for,travel_alert,train
where are there current travel alerts,travel_alert,train
is there a travel alert for [country],travel_alert,train
if i got to indonesia is it safe,travel_alert,train
i am thinking of going to brazil and was wondering if that is hazardous,travel_alert,train
would it be safe to go to columbia,travel_alert,train
is mexico a safe place,travel_alert,train
what potential hazards are there for going to spain,travel_alert,train
does a travel alert exist for that country,travel_alert,train
inform me if there's a travel alert for the country,travel_alert,train
does the country have a travel alert,travel_alert,train
i'd like to see if there's a travel alert for the country,travel_alert,train
can you tell me if there's a travel alert for that country,travel_alert,train
any travel alerts for south korea,travel_alert,train
are there travel alerts for europe,travel_alert,train
what are the currect travel alerts in africa,travel_alert,train
can i safely travel to brazil,travel_alert,train
does japan have any travel alerts i should be aware of,travel_alert,train
is there travel alerts for greece,travel_alert,train
how safe is it to travel to germany,travel_alert,train
is it safe to travel to china,travel_alert,train
is it safe to fly to russia,travel_alert,train
does france have any travel alerts i should be aware of,travel_alert,train
look for travel alerts for china,travel_alert,train
does south korea have any travel alerts i should be aware of,travel_alert,train
is it dangerous to travel to mexico,travel_alert,train
any travel alerts for canada,travel_alert,train
any travel alerts for that country i should know about,travel_alert,train
are there any travel alerts in that region,travel_alert,train
i need to know the travel alerts for kenya,travel_alert,train
any alerts for travelers to canada,travel_alert,train
should i be worried about any travel alerts for that country,travel_alert,train
look up travel alerts for canada,travel_alert,train
is there a travel alert for that country,travel_alert,train
find if there are any travel alerts for canada,travel_alert,train
